ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
2KI 15:1,2KI,15.0,1.0,"In the twenty-seventh year of Jeroboam’s reign over Israel, Azariah son of Amaziah became king of Judah.","Ase omwaka bw’emerongo ebere, na etano na ebere, bw’okogaamba kwa Yeroboamu, omorwoti bw’Abaisraeli, Asaria, mosinto bw’Amasia, omorwoti bw’Abayuda, agachaaka kogamba.","Katika mwaka wa ishirini na saba wa utawala wa Yeroboamu mfalme wa Israeli, Azaria mwana wa Amazia mfalme wa Yuda alianza kutawala.",bible_ebible,17.0,20.0,22.0,,,
2KI 15:10,2KI,15.0,10.0,"Then Shallum son of Jabesh conspired against Zechariah, struck him down and killed him in front of the people, and reigned in his place.","Salumu, mosinto o Yabesi, agakora omooroberio bw’okomoita, akamoitera ase amasio ’abaanto, akaba okogaamba ase ribaga riaye.","Shalumu mwana wa Yabeshi akafanya shauri baya dhidi ya Zekaria. Akamshambulia mbele ya watu, akamuua na kuingia mahali pake kuwa mfalme.",bible_ebible,24.0,16.0,21.0,,,
2KI 15:11,2KI,15.0,11.0,"As for the rest of the acts of Zechariah, they are indeed written in the Book of the Chronicles of the Kings of Israel.",Bono amang’ana ande onsi igoro ya Zakaria nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli.,Matukio mengine ya utawala wa Zekaria yameandikwa kwenye kitabu cha kumbukumbu za wafalme wa Israeli.,bible_ebible,24.0,14.0,15.0,,,
2KI 15:12,2KI,15.0,12.0,So the word of the LORD spoken to Jehu was fulfilled: “Four generations of your sons will sit on the throne of Israel.” Shallum Reigns in Israel,Ase ayio eira eri’Omonene arierete Yehu ng’a abana baye goika ekiaare gia kane mbabe bagoikaransa ase ekerogo ki’oborwoti kw’Abaisraeli egaikeranigwa. Salumu omorwoti bw’Abaisraeli,"Kwa hiyo neno la Bwana lililonenwa kwa Yehu likatimia, kwamba, “Wazao wako wataketi juu ya kiti cha enzi cha Israeli hadi kizazi cha nne.” Shalumu Mfalme Wa Israeli",bible_ebible,27.0,23.0,28.0,,,
2KI 15:13,2KI,15.0,13.0,"In the thirty-ninth year of Uzziah’s reign over Judah, Shallum son of Jabesh became king, and he reigned in Samaria one full month.","Salumu, mosinto o Yabesi, agachaaka kogamba ase omwaka bw’emerongo etato, na kianda, bw’okogaamba gwa Usia, omorwoti bw’Abayuda, akagaamba omotienyi oyomo agwo Samaria.","Shalumu mwana wa Yabeshi akawa mfalme katika mwaka wa thelathini na tisa wa Uzia mfalme wa Yuda, naye akatawala katika Samaria kwa mwezi mmoja.",bible_ebible,23.0,22.0,24.0,,,
2KI 15:14,2KI,15.0,14.0,"Then Menahem son of Gadi went up from Tirzah to Samaria, struck down and killed Shallum son of Jabesh, and reigned in his place.","Erio Menahemu, mosinto o Gadi, akarua Tirisa, akagenda Samaria, agaita Salumu, mosinto o Yabesi, agwo Samaria, naende akaba okogaamba ase ribaga riaye.","Kisha Menahemu mwana wa Gadi akaenda kutoka Tirsa mpaka Samaria. Akamshambulia Shalumu mwana wa Yabeshi huko Samaria, akamuua na kuingia mahali pake kuwa mfalme.",bible_ebible,24.0,22.0,24.0,,,
2KI 15:15,2KI,15.0,15.0,"As for the rest of the acts of Shallum, along with the conspiracy he led, they are indeed written in the Book of the Chronicles of the Kings of Israel.","Bono amang’ana onsi igoro ya Salumu, na omooroberio oria bw’ogoita akorete, nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli.","Matukio mengine ya utawala wa Shalumu, na mauaji aliyoyafanya, yameandikwa katika kitabu cha kumbukumbu za wafalme wa Israeli.",bible_ebible,30.0,18.0,18.0,,,
2KI 15:16,2KI,15.0,16.0,"At that time Menahem, starting from Tirzah, attacked Tiphsah and everyone in its vicinity, because they would not open their gates. So he attacked Tiphsah and ripped open all the pregnant women. Menahem Reigns in Israel","Ase engaki eria Menahemu agasaria kegima omochie o Tifusa, agaita kera oyomo orenge imeo, na ase chingongo chionsi chiayoetanaine korwa Tirisa na kogenderera, ekiagera tibamoigorerete ebiita bi’omochie oria asoe. Boigo akoora abakungu bonsi b’aroro baarenge barito. Menahemu omorwoti bw’Abaisraeli","Wakati ule, akianzia Tirsa, Menahemu alishambulia Tifsa na kila mtu ndani yake, na wale waliokuwa maeneo jirani, kwa sababu walikataa kufungua malango yao. Akaiangamiza Tifsa yote, na kuwapasua matumbo wanawake wote wenye mimba. Menahemu Mfalme Wa Israeli",bible_ebible,36.0,39.0,37.0,,,
2KI 15:17,2KI,15.0,17.0,"In the thirty-ninth year of Azariah’s reign over Judah, Menahem son of Gadi became king of Israel, and he reigned in Samaria ten years.","Ase omwaka bw’emerongo etato, na kianda, bw’okogaamba gw’Asaria, omorwoti bw’Abayuda, Menahemu, mosinto o Gadi, agachaaka kogaambera Abaisraeli, akagaamba emiaka ikomi agwo Samaria.","Katika mwaka wa thelathini na tisa wa utawala wa Azaria mfalme wa Yuda, Menahemu mwana wa Gadi akawa mfalme wa Israeli, akatawala huko Samaria kwa miaka kumi.",bible_ebible,24.0,22.0,27.0,,,
2KI 15:18,2KI,15.0,18.0,"And he did evil in the sight of the LORD, and throughout his reign he did not turn away from the sins that Jeroboam son of Nebat had caused Israel to commit.","Nere agakora ayare amabe ase amaiso ’Omonene; ase amatuko aye onsi teatananete korwa ase ebibe biria Yeroboamu, mosinto o Nebati, akorete akagera Abaisraeli bagakora ebibe.","Akatenda maovu machoni pa Bwana. Katika wakati wa utawala wake wote, hakuziacha dhambi za Yeroboamu mwana wa Nebati ambazo alisababisha Israeli kuzitenda.",bible_ebible,32.0,25.0,22.0,,,
2KI 15:19,2KI,15.0,19.0,"Then Pul king of Assyria invaded the land, and Menahem gave Pul a thousand talents of silver in order to gain his support and strengthen his own grip on the kingdom.","Puli, omorwoti bw’Abaasuri agacha korwania ense eria, na Menahemu akaa Puli chitaabu chi’echifeta, chitalanta elifu eyemo, erinde amokonye na akore oborwoti bwaye bobe ne chinguru.",Kisha Pulu mfalme wa Ashuru akaishambulia Israeli. Menahemu mfalme wa Israeli akampa talanta elfu moja za fedha ili amsaidie na kumwezesha katika utawala wake.,bible_ebible,31.0,25.0,24.0,,,
2KI 15:2,2KI,15.0,2.0,"He was sixteen years old when he became king, and he reigned in Jerusalem fifty-two years. His mother’s name was Jecoliah; she was from Jerusalem.","Nigo arenge nemiaka ikomi na etano nomo ekero achagete kogamba, na akagaamba emiaka emerongo etano, na ebere, agwo Yerusalemu. Ng’ina nigo arenge korokwa Yekolia o Yerusalemu.","Alikuwa na umri wa miaka kumi na sita alipoanza kutawala, naye akatawala huko Yerusalemu kwa miaka hamsini na miwili. Mama yake aliitwa Yekolia wa Yerusalemu.",bible_ebible,25.0,26.0,25.0,,,
2KI 15:20,2KI,15.0,20.0,Menahem exacted this money from each of the wealthy men of Israel—fifty shekels of silver from each man—to give to the king of Assyria. So the king of Assyria withdrew and did not remain in the land.,Menahemu akarusia chitaabu echio buna ebango korwa ase Abaisraeli abaarenge abanda; kera oyomo obo akarua chisekeli chi’echifeta emerongo etano. Chibesa echi akaa omorwoti bw’Abaasuri. Ase ayio omorwoti bw’Abaasuri akairana tamenya ase ense eria.,Menahemu akatoza fedha hizi kwa nguvu kutoka kwa Israeli. Kila mtu tajiri alilazimika kuchanga shekeli hamsini za fedha ambazo alipewa mfalme wa Ashuru. Basi mfalme wa Ashuru akajiondoa na hakuendelea kuikalia nchi.,bible_ebible,37.0,33.0,32.0,,,
2KI 15:21,2KI,15.0,21.0,"As for the rest of the acts of Menahem, along with all his accomplishments, are they not written in the Book of the Chronicles of the Kings of Israel?","Bono amang’ana ande onsi igoro ya Menahemu, na aya onsi akorete, nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli.","Matukio mengine ya utawala wa Menahemu na yote aliyoyafanya, je, hayakuandikwa katika kitabu cha kumbukumbu za wafalme wa Israeli?",bible_ebible,29.0,18.0,19.0,,,
2KI 15:22,2KI,15.0,22.0,"And Menahem rested with his fathers, and his son Pekahiah reigned in his place. Pekahiah Reigns in Israel","Menahemu akaraara ase chisokoro chiaye chiararete, na Pekahia, omwana oye omomura, akaba okogaamba ase ribaga riaye. Pekahia omorwoti bw’Abaisraeli",Menahemu akalala pamoja na baba zake. Naye Pekahia mwanawe akawa mfalme baada yake. Pekahia Mfalme Wa Israeli,bible_ebible,18.0,19.0,17.0,,,
2KI 15:23,2KI,15.0,23.0,"In the fiftieth year of Azariah’s reign over Judah, Pekahiah son of Menahem became king of Israel and reigned in Samaria two years.","Ase omwaka bw’emerongo etano bw’okogaamba gw’Asaria, omorwoti bw’Abayuda, Pekahia, mosinto o Menahemu, agachaaka kogaambera Abaisraeli agwo Samaria, akagaamba emiaka ebere.","Katika mwaka wa hamsini wa utawala wa Azaria mfalme wa Yuda, Pekahia mwana wa Menahemu akawa mfalme wa Israeli huko Samaria, akatawala miaka miwili.",bible_ebible,23.0,20.0,24.0,,,
2KI 15:24,2KI,15.0,24.0,And he did evil in the sight of the LORD and did not turn away from the sins that Jeroboam son of Nebat had caused Israel to commit.,"Agakora ayare amabe ase obosio bw’Omonene; teatananete korwa ase ebibe biria Yeroboamu, mosinto o Nebati, akorete akagera Abaisraeli bagakora ebibe.","Pekahia akafanya uovu machoni pa Bwana. Hakuziacha dhambi za Yeroboamu mwana wa Nebati, ambazo alisababisha Israeli kuzitenda.",bible_ebible,28.0,20.0,17.0,,,
2KI 15:25,2KI,15.0,25.0,"Then his officer, Pekah son of Remaliah, conspired against him along with Argob, Arieh, and fifty men of Gilead. And at the citadel of the king’s palace in Samaria, Pekah struck down and killed Pekahiah and reigned in his place.","Peka, mosinto o Remalia, omotang’ani bw’abasikari baye, agakora omooroberio amo n’Abagileadi emerongo etano bw’ogoita Pekahia, barabwo bakamoitera agwo Samaria, agaita n’Arigobu na Arie, ase enyomba enene y’omorwoti.","Mmoja wa maafisa wake wakuu, Peka mwana wa Remalia, akafanya shauri baya dhidi yake. Akachukua watu hamsini wa Gileadi pamoja naye, akamuua Pekahia, pamoja na Argobu na Aria, katika ngome ya jumba la kifalme huko Samaria. Kwa hiyo Peka akamuua Pekahia, naye akaingia mahali pake kuwa mfalme.",bible_ebible,40.0,27.0,47.0,,,
2KI 15:26,2KI,15.0,26.0,"As for the rest of the acts of Pekahiah, along with all his accomplishments, they are indeed written in the Book of the Chronicles of the Kings of Israel. Pekah Reigns in Israel","Bono amang’ana ande onsi igoro ya Pekahia, na aya onsi akorete, nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli. Peka omorwoti bw’Abaisraeli",Matukio mengine ya utawala wa Pekahia na yote aliyoyafanya yameandikwa katika kitabu cha kumbukumbu za wafalme wa Israeli. Peka Mfalme Wa Israeli,bible_ebible,33.0,21.0,22.0,,,
2KI 15:27,2KI,15.0,27.0,"In the fifty-second year of Azariah’s reign over Judah, Pekah son of Remaliah became king of Israel, and he reigned in Samaria twenty years.","Ase omwaka bw’emerongo etano, na ebere, bw’okogaamba gw’Asaria, omorwoti bw’Abayuda, Peka, mosinto o Remalia, agachaaka kogaambera Abaisraeli, agwo Samaria, akagaamba emiaka emerongo ebere.","Katika mwaka wa hamsini na mbili wa utawala wa Azaria mfalme wa Yuda, Peka mwana wa Remalia akawa mfalme wa Israeli huko Samaria, naye alitawala miaka ishirini.",bible_ebible,24.0,23.0,27.0,,,
2KI 15:28,2KI,15.0,28.0,And he did evil in the sight of the LORD and did not turn away from the sins that Jeroboam son of Nebat had caused Israel to commit.,"Peka agakora ayare amabe ase amaiso ’Omonene. Teatananete korwa ase ebibe biria Yeroboamu, mosinto o Nebati, akorete akagera Abaisraeli bagakora ebibe.","Akafanya maovu machoni pa Bwana. Hakuziacha dhambi za Yeroboamu mwana wa Nebati, ambazo alisababisha Israeli kuzitenda.",bible_ebible,28.0,21.0,16.0,,,
2KI 15:29,2KI,15.0,29.0,"In the days of Pekah king of Israel, Tiglath-pileser king of Assyria came and captured Ijon, Abel-beth-maacah, Janoah, Kedesh, Hazor, Gilead, and Galilee, including all the land of Naphtali, and he took the people as captives to Assyria.","Ase engaki y’okogaamba gwa Peka, omorwoti bw’Abaisraeli, Tigilati‐Pileseri, omorwoti bw’Abaasuri, agacha akabwata Iyoni, na Abeli‐Beti‐Maaka, na Yanoa, na Kedesi, na Hasori, na orogongo rwa Gileadi, na orwa Galili, na ense yonsi ya Nafutali. Boigo agoosa abanto, akabaira ase ense y’Abaasuri.","Wakati wa utawala wa Peka mfalme wa Israeli, Tiglath-Pileseri mfalme wa Ashuru alikuja na kuteka Iyoni, Abel-Beth-Maaka, Yanoa, Kedeshi na Hazori. Akateka miji ya Gileadi na Galilaya, pamoja na nchi yote ya Naftali, na kuwahamishia watu wote Ashuru.",bible_ebible,38.0,40.0,38.0,,,
2KI 15:3,2KI,15.0,3.0,"And he did what was right in the eyes of the LORD, just as his father Amaziah had done.","Asaria agakora ayare amaronge ase amaiso ’Omonene, koreng’ana buna aya onsi Amasia ise akorete.","Akatenda yaliyo mema machoni pa Bwana, kama Amazia baba yake alivyofanya.",bible_ebible,19.0,14.0,11.0,,,
2KI 15:30,2KI,15.0,30.0,"Then Hoshea son of Elah led a conspiracy against Pekah son of Remaliah. In the twentieth year of Jotham son of Uzziah, Hoshea attacked Pekah, killed him, and reigned in his place.","Ase omwaka bw’emerongo ebere bw’okogaamba kwa Yotamu, mosinto bwa Usia, Hosea, mosinto bwa Ela, agakora omooroberio bw’ogoita Peka, mosinto o Remalia; akamoita, naende akaba okogaamba ase ribaga riaye.","Kisha Hoshea mwana wa Ela akafanya shauri baya dhidi ya Peka mwana wa Remalia. Akamshambulia na kumuua, kisha akaingia mahali pake kuwa mfalme katika mwaka wa ishirini wa Yothamu mwana wa Uzia.",bible_ebible,32.0,28.0,32.0,,,
2KI 15:31,2KI,15.0,31.0,"As for the rest of the acts of Pekah, along with all his accomplishments, they are indeed written in the Book of the Chronicles of the Kings of Israel. Jotham Reigns in Judah (2 Chronicles 27:1–9)","Bono amang’ana ande onsi igoro ya Peka, na aya onsi akorete, nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abaisraeli. Yotamu omorwoti bw’Abayuda (2 Amg 27:1-9)","Matukio mengine ya utawala wa Peka na yote aliyoyafanya, je, hayakuandikwa katika kitabu cha kumbukumbu za wafalme wa Israeli? Yothamu Mfalme Wa Yuda (2 Nyakati 27)",bible_ebible,36.0,24.0,26.0,,,
2KI 15:32,2KI,15.0,32.0,"In the second year of the reign of Pekah son of Remaliah over Israel, Jotham son of Uzziah became king of Judah.","Ase omwaka o kabere bw’okogaamba gwa Peka, mosinto o Remalia, omorwoti bw’Abaisraeli, Yotamu, mosinto bwa Usia, omorwoti bw’Abayuda, agachaaka kogamba.","Katika mwaka wa pili wa utawala wa Peka mwana wa Remalia mfalme wa Israeli, Yothamu mwana wa Uzia mfalme wa Yuda alianza kutawala.",bible_ebible,22.0,20.0,23.0,,,
2KI 15:33,2KI,15.0,33.0,"He was twenty-five years old when he became king, and he reigned in Jerusalem sixteen years. His mother’s name was Jerusha daughter of Zadok.","Nigo arenge nemiaka emerongo ebere, na etano, ekero achagete kogamba, na akagaamba emiaka ikomi na etano nomo agwo Yerusalemu. Ng’ina nigo arenge korokwa Yerusa, omosubati o Zadoki.","Alikuwa na miaka ishirini na mitano alipoanza kutawala, naye akatawala huko Yerusalemu miaka kumi na sita. Mama yake aliitwa Yerusha binti Sadoki.",bible_ebible,24.0,27.0,22.0,,,
2KI 15:34,2KI,15.0,34.0,"And he did what was right in the eyes of the LORD, just as his father Uzziah had done.","Ere agakora ayare amaronge ase amaiso ’Omonene, buna aya onsi Usia ise akorete.","Akafanya yaliyo mema machoni pa Bwana, kama Uzia baba yake alivyokuwa amefanya.",bible_ebible,19.0,13.0,12.0,,,
2KI 15:35,2KI,15.0,35.0,"Nevertheless, the high places were not taken away; the people continued sacrificing and burning incense there. Jotham rebuilt the Upper Gate of the house of the LORD.","Korende nonya naboigo, aase aimokererete igoro agosasimerwa agatigwa kobao; abanto bakagenderera korua ebing’wanso na gosambera ubani igoro y’aase agwo. Yotamu akaagacha Egeita kia Rogoro ki’enyomba y’Omonene.","Hata hivyo, mahali pa juu pa kuabudia hapakuondolewa. Watu waliendelea kutoa kafara na kufukiza uvumba huko. Yothamu akajenga upya Lango la Juu la Hekalu la Bwana.",bible_ebible,27.0,26.0,26.0,,,
2KI 15:36,2KI,15.0,36.0,"As for the rest of the acts of Jotham, along with his accomplishments, are they not written in the Book of the Chronicles of the Kings of Judah?","Bono amang’ana ande onsi igoro ya Yotamu, na aya onsi akorete, nigo ariikire ase Egetabu ki’ogokora kw’Abarwoti b’Abayuda.","Matukio mengine ya utawala wa Yothamu na yale aliyoyafanya, je, hayakuandikwa katika kitabu cha kumbukumbu za wafalme wa Yuda?",bible_ebible,28.0,18.0,19.0,,,
2KI 15:37,2KI,15.0,37.0,(In those days the LORD began to send Rezin king of Aram and Pekah son of Remaliah against Judah.),"Ase amatuko ari’Omonene agachaaka gotoma Resini, omorwoti bw’Abasiiria, na Peka, mosinto o Remalia, bakagenda korwania Abayuda.","(Katika siku hizo, Bwana akaanza kuwatuma Resini mfalme wa Aramu na Peka mwana wa Remalia dhidi ya Yuda.)",bible_ebible,19.0,16.0,18.0,,,
2KI 15:38,2KI,15.0,38.0,And Jotham rested with his fathers and was buried with them in the City of David his father. And his son Ahaz reigned in his place.,"Yotamu akaraara ase chisokoro chiaye chiararete, agatindekwa aase chiatindegetwe, agwo ase Omochie o Daudi, sokoro yaye, na Ahasi omwana oye omomura, akaba okogaamba ase ribaga riaye.","Yothamu akalala na baba zake, akazikwa pamoja nao katika Mji wa Daudi, mji wa baba zake. Naye Ahazi mwanawe akawa mfalme baada yake.",bible_ebible,26.0,26.0,23.0,,,
2KI 15:4,2KI,15.0,4.0,"Nevertheless, the high places were not taken away; the people continued sacrificing and burning incense there.","Korende nonya naboigo, aase aimokererete igoro agosasimerwa tatagorete, na abanto bakagenderera korua ebing’wanso na gosamba ubani igoro y’aase aria.","Hata hivyo, mahali pa juu pa kuabudia hapakuondolewa. Watu waliendelea kutoa kafara na kufukiza uvumba huko.",bible_ebible,16.0,19.0,16.0,,,
2KI 15:5,2KI,15.0,5.0,"And the LORD afflicted the king with leprosy until the day he died, so that he lived in a separate house while his son Jotham had charge of the palace and governed the people of the land.","Omonene akarentera omorwoti oborwaire bwa ukoma bokaba bomoriete goika rituko ri’ogokwa kwaye. Ase igo omorwoti akamenya enyomba ere bweka ao. Yotamu, omwana oye omomura, akaba omoteneneri bw’enyomba y’obogaambi, akagaambera abanto b’ense eria.","Bwana akampiga mfalme kwa ukoma mpaka siku aliyokufa, naye aliishi katika nyumba iliyotengwa peke yake. Yothamu mwana wa mfalme akawa msimamizi wa jumba la mfalme, na akawatawala watu wa nchi.",bible_ebible,37.0,32.0,30.0,,,
